amazon ID,Title,platform,ebay,amazon_search,Minimum Price,amazon_individual_id
,Sneak and Snatch,Game Boy Advance,Sneak and Snatch Game Boy Advance,,0,ebay_search_result
,Snood 2: On Vacation,Game Boy Advance,Snood 2: On Vacation Game Boy Advance,,3.993536961,ebay_search_result
,Snood,Game Boy Advance,Snood Game Boy Advance,,1.270029422,ebay_search_result
,Major League Baseball 2K8 ,PlayStation 2,Major League Baseball 2K8 PlayStation 2,,1.926211291,ebay_search_result
,Soccer Kid,Game Boy Advance,Soccer Kid Game Boy Advance,,29.99386152,ebay_search_result
,Soccer Mania,Game Boy Advance,Soccer Mania Game Boy Advance,,5.00250478,ebay_search_result
,Sonic Advance 2,Game Boy Advance,Sonic Advance 2 Game Boy Advance,,11.99472232,ebay_search_result
,Sonic Advance 3,Game Boy Advance,Sonic Advance 3 Game Boy Advance,,4.988393342,ebay_search_result
,Sonic Advance,Game Boy Advance,Sonic Advance Game Boy Advance,,4.988393342,ebay_search_result
,Sonic Battle,Game Boy Advance,Sonic Battle Game Boy Advance,,2.250774365,ebay_search_result
,Sonic Pinball Party,Game Boy Advance,Sonic Pinball Party Game Boy Advance,,16.10820651,ebay_search_result
,Sonic the Hedgehog,Game Boy Advance,Sonic the Hedgehog Game Boy Advance,,1.270029422,ebay_search_result
,Space Channel 5,Game Boy Advance,Space Channel 5 Game Boy Advance,,33.23949227,ebay_search_result
,Space Invaders,Game Boy Advance,Space Invaders Game Boy Advance,,19.7066232,ebay_search_result
,Backyard Baseball &apos;10 ,PlayStation 2,Backyard Baseball &apos;10 PlayStation 2,,0,ebay_search_result
,Mark Davis Pro Bass Challenge ,PlayStation 2,Mark Davis Pro Bass Challenge PlayStation 2,,0.987800662,ebay_search_result
,Speedball 2: Brutal Deluxe,Game Boy Advance,Speedball 2: Brutal Deluxe Game Boy Advance,,0,ebay_search_result
,Spider-Man 2,Game Boy Advance,Spider-Man 2 Game Boy Advance,,2.765841853,ebay_search_result
,Spider-Man: Battle for New York,Game Boy Advance,Spider-Man: Battle for New York Game Boy Advance,,7.570786501,ebay_search_result
,Spider-Man: Mysterio&apos;s Menace,Game Boy Advance,Spider-Man: Mysterio&apos;s Menace Game Boy Advance,,0,ebay_search_result
,Spider-Man,Game Boy Advance,Spider-Man Game Boy Advance,,0.987800662,ebay_search_result
,Spirit: Stallion of the Cimarron,Game Boy Advance,Spirit: Stallion of the Cimarron Game Boy Advance,,1.968545605,ebay_search_result
,SpongeBob SquarePants: Creature from the Krusty Krab,Game Boy Advance,SpongeBob SquarePants: Creature from the Krusty Krab Game Boy Advance,,4.50154873,ebay_search_result
,"SpongeBob SquarePants: Lights, Camera, Pants!",Game Boy Advance,"SpongeBob SquarePants: Lights, Camera, Pants! Game Boy Advance",,5.545795144,ebay_search_result
,SpongeBob SquarePants: SuperSponge,Game Boy Advance,SpongeBob SquarePants: SuperSponge Game Boy Advance,,1.270029422,ebay_search_result
,Sports Illustrated for Kids: Football,Game Boy Advance,Sports Illustrated for Kids: Football Game Boy Advance,,1.989712762,ebay_search_result
,Marvel Nemesis: Rise of the Imperfects ,PlayStation 2,Marvel Nemesis: Rise of the Imperfects PlayStation 2,,5.00250478,ebay_search_result
,Spy Hunter,Game Boy Advance,Spy Hunter Game Boy Advance,,4.50154873,ebay_search_result
,Spy Muppets: License to Croak,Game Boy Advance,Spy Muppets: License to Croak Game Boy Advance,,6.060862632,ebay_search_result
,Spyro 2: Season of Flame,Game Boy Advance,Spyro 2: Season of Flame Game Boy Advance,,4.00059268,ebay_search_result
,Spyro: Attack of the Rhynocs,Game Boy Advance,Spyro: Attack of the Rhynocs Game Boy Advance,,7.994129642,ebay_search_result
,Spyro Orange: The Cortex Conspiracy,Game Boy Advance,Spyro Orange: The Cortex Conspiracy Game Boy Advance,,4.868446119,ebay_search_result
,Spyro: Season of Ice,Game Boy Advance,Spyro: Season of Ice Game Boy Advance,,0.987800662,ebay_search_result
,SSX Tricky,Game Boy Advance,SSX Tricky Game Boy Advance,,3.993536961,ebay_search_result
,Stadium Games,Game Boy Advance,Stadium Games Game Boy Advance,,3.993536961,ebay_search_result
,Star Wars: Episode II - Attack of the Clones,Game Boy Advance,Star Wars: Episode II - Attack of the Clones Game Boy Advance,,0,ebay_search_result
,Star Wars: Episode III - Revenge of the Sith,Game Boy Advance,Star Wars: Episode III - Revenge of the Sith Game Boy Advance,,7.00632898,ebay_search_result
,Marvel Ultimate Alliance 2 ,PlayStation 2,Marvel Ultimate Alliance 2 PlayStation 2,,6.999273261,ebay_search_result
,Star Wars: Flight of the Falcon,Game Boy Advance,Star Wars: Flight of the Falcon Game Boy Advance,,2.998680581,ebay_search_result
,Star Wars: Jedi Power Battles,Game Boy Advance,Star Wars: Jedi Power Battles Game Boy Advance,,0.987800662,ebay_search_result
,Star Wars: The New Droid Army,Game Boy Advance,Star Wars: The New Droid Army Game Boy Advance,,2.0038242,ebay_search_result
,Star Wars Trilogy: Apprentice of the Force,Game Boy Advance,Star Wars Trilogy: Apprentice of the Force Game Boy Advance,,6.999273261,ebay_search_result
,Star X,Game Boy Advance,Star X Game Boy Advance,,1.270029422,ebay_search_result
,Starsky,,Starsky ,,4.487437292,ebay_search_result
,Strawberry Shortcake: Summertime Adventure,Game Boy Advance,Strawberry Shortcake: Summertime Adventure Game Boy Advance,,2.490668812,ebay_search_result
,Street Fighter Alpha 3,Game Boy Advance,Street Fighter Alpha 3 Game Boy Advance,,1.114803604,ebay_search_result
,Stuntman,Game Boy Advance,Stuntman Game Boy Advance,,2.568281721,ebay_search_result
,Sudoku Fever,Game Boy Advance,Sudoku Fever Game Boy Advance,,2.998680581,ebay_search_result
,Mat Hoffman&apos;s Pro BMX 2 ,PlayStation 2,Mat Hoffman&apos;s Pro BMX 2 PlayStation 2,,0,ebay_search_result
,The Sum of All Fears,Game Boy Advance,The Sum of All Fears Game Boy Advance,,2.50478025,ebay_search_result
,Summon Night: Swordcraft Story 2,Game Boy Advance,Summon Night: Swordcraft Story 2 Game Boy Advance,,19.00810702,ebay_search_result
,Summon Night: Swordcraft Story,Game Boy Advance,Summon Night: Swordcraft Story Game Boy Advance,,12.1711153,ebay_search_result
,Super Army War,Game Boy Advance,Super Army War Game Boy Advance,,8.001185361,ebay_search_result
,Super Bubble Pop,Game Boy Advance,Super Bubble Pop Game Boy Advance,,4.988393342,ebay_search_result
,Super Bust-A-Move,Game Boy Advance,Super Bust-A-Move Game Boy Advance,,3.323243655,ebay_search_result
,Super Collapse! II,Game Boy Advance,Super Collapse! II Game Boy Advance,,0,ebay_search_result
,Super Dodge Ball Advance,Game Boy Advance,Super Dodge Ball Advance Game Boy Advance,,6.00441688,ebay_search_result
,Super Dropzone: Intergalactic Rescue Mission,Game Boy Advance,Super Dropzone: Intergalactic Rescue Mission Game Boy Advance,,6.992217542,ebay_search_result
,Super Duper Sumos,Game Boy Advance,Super Duper Sumos Game Boy Advance,,5.447015078,ebay_search_result
,The Matrix: Path of Neo ,PlayStation 2,The Matrix: Path of Neo PlayStation 2,,1.114803604,ebay_search_result
,Super Ghouls &apos;N Ghosts,Game Boy Advance,Super Ghouls &apos;N Ghosts Game Boy Advance,,0,ebay_search_result
,Super Hornet F/A 18F,Game Boy Advance,Super Hornet F/A 18F Game Boy Advance,,2.991624862,ebay_search_result
,Super Mario Advance 4: Super Mario Bros. 3,Game Boy Advance,Super Mario Advance 4: Super Mario Bros. 3 Game Boy Advance,,14.9934029,ebay_search_result
,Super Mario Advance,Game Boy Advance,Super Mario Advance Game Boy Advance,,0.007055719,ebay_search_result
,Super Mario Bros.,Game Boy Advance,Super Mario Bros. Game Boy Advance,,0.987800662,ebay_search_result
,Super Mario World: Super Mario Advance 2,Game Boy Advance,Super Mario World: Super Mario Advance 2 Game Boy Advance,,5.00250478,ebay_search_result
,Super Monkey Ball Jr.,Game Boy Advance,Super Monkey Ball Jr. Game Boy Advance,,2.991624862,ebay_search_result
,Super Puzzle Fighter II Turbo,Game Boy Advance,Super Puzzle Fighter II Turbo Game Boy Advance,,85.02141411,ebay_search_result
,Super Robot Taisen: Original Generation 2,Game Boy Advance,Super Robot Taisen: Original Generation 2 Game Boy Advance,,22.17612486,ebay_search_result
,Super Robot Taisen: Original Generation,Game Boy Advance,Super Robot Taisen: Original Generation Game Boy Advance,,8.502141411,ebay_search_result
,Max Payne 2: The Fall of Max Payne ,PlayStation 2,Max Payne 2: The Fall of Max Payne PlayStation 2,,1.270029422,ebay_search_result
,Super Street Fighter II: Turbo Revival,Game Boy Advance,Super Street Fighter II: Turbo Revival Game Boy Advance,,3.887701176,ebay_search_result
,Superman: Countdown to Apokolips,Game Boy Advance,Superman: Countdown to Apokolips Game Boy Advance,,8.001185361,ebay_search_result
,Superman Returns: Fortress of Solitude,Game Boy Advance,Superman Returns: Fortress of Solitude Game Boy Advance,,3.097460647,ebay_search_result
,Surf&apos;s Up,Game Boy Advance,Surf&apos;s Up Game Boy Advance,,0,ebay_search_result
,Sword of Mana,Game Boy Advance,Sword of Mana Game Boy Advance,,2.222551489,ebay_search_result
,Tactics Ogre: The Knight of Lodis,Game Boy Advance,Tactics Ogre: The Knight of Lodis Game Boy Advance,,24.96313387,ebay_search_result
,Tak 2: The Staff of Dreams,Game Boy Advance,Tak 2: The Staff of Dreams Game Boy Advance,,0.987800662,ebay_search_result
,Tak and the Power of Juju,Game Boy Advance,Tak and the Power of Juju Game Boy Advance,,5.129507722,ebay_search_result
,Tak: The Great Juju Challenge,Game Boy Advance,Tak: The Great Juju Challenge Game Boy Advance,,1.270029422,ebay_search_result
,Tales of Phantasia,Game Boy Advance,Tales of Phantasia Game Boy Advance,,14.9934029,ebay_search_result
,Medal of Honor: Vanguard ,PlayStation 2,Medal of Honor: Vanguard PlayStation 2,,2.829343324,ebay_search_result
,Tang Tang,Game Boy Advance,Tang Tang Game Boy Advance,,2.50478025,ebay_search_result
,Teenage Mutant Ninja Turtles 2: Battle Nexus,Game Boy Advance,Teenage Mutant Ninja Turtles 2: Battle Nexus Game Boy Advance,,8.840815923,ebay_search_result
,Teenage Mutant Ninja Turtles,Game Boy Advance,Teenage Mutant Ninja Turtles Game Boy Advance,,10.00500956,ebay_search_result
,Tekken Advance,Game Boy Advance,Tekken Advance Game Boy Advance,,0.987800662,ebay_search_result
,Tennis,Game Boy Advance,Tennis Game Boy Advance,,3.781865391,ebay_search_result
,Terminator 3: Rise of the Machines,Game Boy Advance,Terminator 3: Rise of the Machines Game Boy Advance,,3.78892111,ebay_search_result
,Tetris Worlds,Game Boy Advance,Tetris Worlds Game Boy Advance,,3.951202647,ebay_search_result
,Texas Hold &apos;Em Poker,Game Boy Advance,Texas Hold &apos;Em Poker Game Boy Advance,,0,ebay_search_result
,That&apos;s So Raven,Game Boy Advance,That&apos;s So Raven Game Boy Advance,,0,ebay_search_result
,The Three Stooges,Game Boy Advance,The Three Stooges Game Boy Advance,,14.90167856,ebay_search_result
,Mercenaries 2: World in Flames ,PlayStation 2,Mercenaries 2: World in Flames PlayStation 2,,1.0019121,ebay_search_result
,Thunder Alley,Game Boy Advance,Thunder Alley Game Boy Advance,,5.00250478,ebay_search_result
,Thunderbirds,Game Boy Advance,Thunderbirds Game Boy Advance,,4.988393342,ebay_search_result
,Tiger Woods PGA Tour 2004,Game Boy Advance,Tiger Woods PGA Tour 2004 Game Boy Advance,,1.968545605,ebay_search_result
,Tiger Woods PGA Tour Golf,Game Boy Advance,Tiger Woods PGA Tour Golf Game Boy Advance,,1.989712762,ebay_search_result
,Tim Burton&apos;s The Nightmare Before Christmas: The Pumpkin King,Game Boy Advance,Tim Burton&apos;s The Nightmare Before Christmas: The Pumpkin King Game Boy Advance,,0,ebay_search_result
,Tiny Toon Adventures: Scary Dreams,Game Boy Advance,Tiny Toon Adventures: Scary Dreams Game Boy Advance,,90.02391889,ebay_search_result
,Tiny Toon Adventures: Wacky Stackers,Game Boy Advance,Tiny Toon Adventures: Wacky Stackers Game Boy Advance,,4.953114747,ebay_search_result
,TMNT,Game Boy Advance,TMNT Game Boy Advance,,12.00177804,ebay_search_result
,Tokyo Xtreme Racer Advance,Game Boy Advance,Tokyo Xtreme Racer Advance Game Boy Advance,,5.404680764,ebay_search_result
,Tom and Jerry in Infurnal Escape,Game Boy Advance,Tom and Jerry in Infurnal Escape Game Boy Advance,,4.445102978,ebay_search_result
,Metal Saga ,PlayStation 2,Metal Saga PlayStation 2,,15.00045862,ebay_search_result
,Tom and Jerry: The Magic Ring,Game Boy Advance,Tom and Jerry: The Magic Ring Game Boy Advance,,2.688228944,ebay_search_result
,Tom Clancy&apos;s Rainbow Six: Rogue Spear,Game Boy Advance,Tom Clancy&apos;s Rainbow Six: Rogue Spear Game Boy Advance,,0,ebay_search_result
,Tom Clancy&apos;s Splinter Cell,Game Boy Advance,Tom Clancy&apos;s Splinter Cell Game Boy Advance,,12.25578393,ebay_search_result
,Tom Clancy&apos;s Splinter Cell: Pandora Tomorrow,Game Boy Advance,Tom Clancy&apos;s Splinter Cell: Pandora Tomorrow Game Boy Advance,,0,ebay_search_result
,Tonka On the Job,Game Boy Advance,Tonka On the Job Game Boy Advance,,5.50346083,ebay_search_result
,Tony Hawk&apos;s American Sk8land,Game Boy Advance,Tony Hawk&apos;s American Sk8land Game Boy Advance,,0,ebay_search_result
,Tony Hawk&apos;s Pro Skater 2,Game Boy Advance,Tony Hawk&apos;s Pro Skater 2 Game Boy Advance,,0,ebay_search_result
,Tony Hawk&apos;s Pro Skater 3,Game Boy Advance,Tony Hawk&apos;s Pro Skater 3 Game Boy Advance,,0,ebay_search_result
,Tony Hawk&apos;s Pro Skater 4,Game Boy Advance,Tony Hawk&apos;s Pro Skater 4 Game Boy Advance,,0,ebay_search_result
,Tony Hawk&apos;s Underground 2,Game Boy Advance,Tony Hawk&apos;s Underground 2 Game Boy Advance,,6.498317211,ebay_search_result
,Metropolismania ,PlayStation 2,Metropolismania PlayStation 2,,5.00250478,ebay_search_result
,Tony Hawk&apos;s Underground,Game Boy Advance,Tony Hawk&apos;s Underground Game Boy Advance,,34.00150992,ebay_search_result
,Top Gear GT Championship,Game Boy Advance,Top Gear GT Championship Game Boy Advance,,5.559906582,ebay_search_result
,Top Gear: Rally,Game Boy Advance,Top Gear: Rally Game Boy Advance,,1.665149687,ebay_search_result
,Top Gun: Combat Zones,Game Boy Advance,Top Gun: Combat Zones Game Boy Advance,,3.993536961,ebay_search_result
,Top Gun: Firestorm,Game Boy Advance,Top Gun: Firestorm Game Boy Advance,,0.987800662,ebay_search_result
,Totally Spies!,Game Boy Advance,Totally Spies! Game Boy Advance,,3.337355093,ebay_search_result
,The Tower SP,Game Boy Advance,The Tower SP Game Boy Advance,,10.00500956,ebay_search_result
,TRON 2.0: Killer App,Game Boy Advance,TRON 2.0: Killer App Game Boy Advance,,4.988393342,ebay_search_result
,Turbo Turtle Adventure,Game Boy Advance,Turbo Turtle Adventure Game Boy Advance,,8.241079807,ebay_search_result
,Turok: Evolution,Game Boy Advance,Turok: Evolution Game Boy Advance,,5.129507722,ebay_search_result
,Backyard Football &apos;10 ,PlayStation 2,Backyard Football &apos;10 PlayStation 2,,0,ebay_search_result
,Midnight Club II ,PlayStation 2,Midnight Club II PlayStation 2,,2.554170283,ebay_search_result
,Tweety and the Magic Gems,Game Boy Advance,Tweety and the Magic Gems Game Boy Advance,,3.210352151,ebay_search_result
,Ultimate Arcade Games,Game Boy Advance,Ultimate Arcade Games Game Boy Advance,,13.75159636,ebay_search_result
,Ultimate Beach Soccer,Game Boy Advance,Ultimate Beach Soccer Game Boy Advance,,50.00388065,ebay_search_result
,Ultimate Card Games,Game Boy Advance,Ultimate Card Games Game Boy Advance,,5.136563441,ebay_search_result
,Ultimate Mortal Kombat 3,Game Boy Advance,Ultimate Mortal Kombat 3 Game Boy Advance,,0,ebay_search_result
,Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero,Game Boy Advance,Ultimate Muscle: The Kinnikuman Legacy - The Path of the Superhero Game Boy Advance,,0,ebay_search_result
,Ultimate Spider-Man,Game Boy Advance,Ultimate Spider-Man Game Boy Advance,,5.348235012,ebay_search_result
,Uno 52,Game Boy Advance,Uno 52 Game Boy Advance,,2.949290547,ebay_search_result
,Uno Free Fall,Game Boy Advance,Uno Free Fall Game Boy Advance,,4.36043435,ebay_search_result
,Urban Champion,Game Boy Advance,Urban Champion Game Boy Advance,,57.70167009,ebay_search_result
,Minority Report: Everybody Runs ,PlayStation 2,Minority Report: Everybody Runs PlayStation 2,,2.554170283,ebay_search_result
,Urban Yeti!,Game Boy Advance,Urban Yeti! Game Boy Advance,,1299.317712,ebay_search_result
,The Urbz: Sims in the City,Game Boy Advance,The Urbz: Sims in the City Game Boy Advance,,9.814505147,ebay_search_result
,V-Rally 3,Game Boy Advance,V-Rally 3 Game Boy Advance,,4.176985656,ebay_search_result
,Van Helsing,Game Boy Advance,Van Helsing Game Boy Advance,,0.987800662,ebay_search_result
,VeggieTales: LarryBoy and the Bad Apple,Game Boy Advance,VeggieTales: LarryBoy and the Bad Apple Game Boy Advance,,5.00250478,ebay_search_result
,Virtua Tennis,Game Boy Advance,Virtua Tennis Game Boy Advance,,3.365577969,ebay_search_result
,Virtual Kasparov,Game Boy Advance,Virtual Kasparov Game Boy Advance,,6.00441688,ebay_search_result
,Wade Hixton&apos;s Counter Punch,Game Boy Advance,Wade Hixton&apos;s Counter Punch Game Boy Advance,,29.99386152,ebay_search_result
,Wakeboarding Unleashed featuring Shaun Murray,Game Boy Advance,Wakeboarding Unleashed featuring Shaun Murray Game Boy Advance,,6.21608845,ebay_search_result
,Wario Land 4,Game Boy Advance,Wario Land 4 Game Boy Advance,,5.750410996,ebay_search_result
,MLB 09: The Show ,PlayStation 2,MLB 09: The Show PlayStation 2,,0.987800662,ebay_search_result
,"WarioWare, Inc.: Mega Microgame$!",Game Boy Advance,"WarioWare, Inc.: Mega Microgame$! Game Boy Advance",,45.00843158,ebay_search_result
,WarioWare: Twisted!,Game Boy Advance,WarioWare: Twisted! Game Boy Advance,,51.37974585,ebay_search_result
,Watch Out!,Game Boy Advance,Watch Out! Game Boy Advance,,0,ebay_search_result
,Whac-A-Mole,Game Boy Advance,Whac-A-Mole Game Boy Advance,,2.998680581,ebay_search_result
,Wing Commander: Prophecy,Game Boy Advance,Wing Commander: Prophecy Game Boy Advance,,2.991624862,ebay_search_result
,Wings,Game Boy Advance,Wings Game Boy Advance,,2.991624862,ebay_search_result
,Winx Club: Quest for the Codex,Game Boy Advance,Winx Club: Quest for the Codex Game Boy Advance,,8.784370171,ebay_search_result
,Winx Club,Game Boy Advance,Winx Club Game Boy Advance,,2.222551489,ebay_search_result
,Wolfenstein 3D,Game Boy Advance,Wolfenstein 3D Game Boy Advance,,10.8375844,ebay_search_result
,Woody Woodpecker in Crazy Castle 5,Game Boy Advance,Woody Woodpecker in Crazy Castle 5 Game Boy Advance,,14.9934029,ebay_search_result
,MLB 2005 ,PlayStation 2,MLB 2005 PlayStation 2,,1.0019121,ebay_search_result
,Worms World Party,Game Boy Advance,Worms World Party Game Boy Advance,,5.545795144,ebay_search_result
,WWE Road to Wrestlemania X8,Game Boy Advance,WWE Road to Wrestlemania X8 Game Boy Advance,,5.771578153,ebay_search_result
,WWE Survivor Series,Game Boy Advance,WWE Survivor Series Game Boy Advance,,3.224463589,ebay_search_result
,X-Men: Reign of Apocalypse,Game Boy Advance,X-Men: Reign of Apocalypse Game Boy Advance,,6.427760021,ebay_search_result
,X-Men: The Official Game,Game Boy Advance,X-Men: The Official Game Game Boy Advance,,4.981337623,ebay_search_result
,X2: Wolverine&apos;s Revenge,Game Boy Advance,X2: Wolverine&apos;s Revenge Game Boy Advance,,0,ebay_search_result
,Xevious,Game Boy Advance,Xevious Game Boy Advance,,6.498317211,ebay_search_result
,xXx,Game Boy Advance,xXx Game Boy Advance,,2.998680581,ebay_search_result
,Yggdra Union: We&apos;ll Never Fight Alone,Game Boy Advance,Yggdra Union: We&apos;ll Never Fight Alone Game Boy Advance,,0,ebay_search_result
,Yoshi Topsy-Turvy,Game Boy Advance,Yoshi Topsy-Turvy Game Boy Advance,,12.00177804,ebay_search_result
,Mobile Suit Gundam: Encounters in Space ,PlayStation 2,Mobile Suit Gundam: Encounters in Space PlayStation 2,,11.95238801,ebay_search_result
,Yoshi&apos;s Island: Super Mario Advance 3,Game Boy Advance,Yoshi&apos;s Island: Super Mario Advance 3 Game Boy Advance,,0,ebay_search_result
,Yu-Gi-Oh!: Reshef of Destruction,Game Boy Advance,Yu-Gi-Oh!: Reshef of Destruction Game Boy Advance,,7.387337807,ebay_search_result
,Yu-Gi-Oh!: The Eternal Duelist Soul,Game Boy Advance,Yu-Gi-Oh!: The Eternal Duelist Soul Game Boy Advance,,3.951202647,ebay_search_result
,Yu-Gi-Oh!: The Sacred Cards,Game Boy Advance,Yu-Gi-Oh!: The Sacred Cards Game Boy Advance,,9.003097461,ebay_search_result
,Yu-Gi-Oh!: World Championship Tournament 2004,Game Boy Advance,Yu-Gi-Oh!: World Championship Tournament 2004 Game Boy Advance,,10.08967819,ebay_search_result
,Yu-Gi-Oh!: Worldwide Edition - Stairway to the Destined Duel,Game Boy Advance,Yu-Gi-Oh!: Worldwide Edition - Stairway to the Destined Duel Game Boy Advance,,33.23949227,ebay_search_result
,Yu Yu Hakusho: Ghost Files - Spirit Detective,Game Boy Advance,Yu Yu Hakusho: Ghost Files - Spirit Detective Game Boy Advance,,0,ebay_search_result
,Yu Yu Hakusho: Ghost Files - Tournament Tactics,Game Boy Advance,Yu Yu Hakusho: Ghost Files - Tournament Tactics Game Boy Advance,,0,ebay_search_result
,Zapper: One Wicked Cricket!,Game Boy Advance,Zapper: One Wicked Cricket! Game Boy Advance,,0,ebay_search_result
,Zelda II: The Adventure of Link,Game Boy Advance,Zelda II: The Adventure of Link Game Boy Advance,,10.99986594,ebay_search_result
,Mobile Suit Gundam: Federation vs. Zeon ,PlayStation 2,Mobile Suit Gundam: Federation vs. Zeon PlayStation 2,,7.711900881,ebay_search_result
,Zoids: Legacy,Game Boy Advance,Zoids: Legacy Game Boy Advance,,39.75897664,ebay_search_result
,Zone of the Enders: The Fist of Mars,Game Boy Advance,Zone of the Enders: The Fist of Mars Game Boy Advance,,17.99208348,ebay_search_result
,ZooCube,Game Boy Advance,ZooCube Game Boy Advance,,5.50346083,ebay_search_result
,Lemmings,,Lemmings ,,5.115396284,ebay_search_result
,Rampart,Amiga,Rampart Amiga,,2.554170283,ebay_search_result
,4th,,4th ,,6.695877343,ebay_search_result
,Chuck Rock,Amiga,Chuck Rock Amiga,,2.187272894,ebay_search_result
,A320 Airbus: Edition Europa,Amiga,A320 Airbus: Edition Europa Amiga,,0,ebay_search_result
,ABC Monday Night Football,Amiga,ABC Monday Night Football Amiga,,4.494493011,ebay_search_result
,Action Fighter,Amiga,Action Fighter Amiga,,29.99386152,ebay_search_result
,Mobile Suit Gundam: Journey to Jaburo ,PlayStation 2,Mobile Suit Gundam: Journey to Jaburo PlayStation 2,,4.988393342,ebay_search_result
,The Addams Family,Amiga,The Addams Family Amiga,,3.492580911,ebay_search_result
,Airborne Ranger,Amiga,Airborne Ranger Amiga,,17.98502776,ebay_search_result
,Alfred Chicken,Amiga,Alfred Chicken Amiga,,5.50346083,ebay_search_result
,The Amazing Spider-Man,Amiga,The Amazing Spider-Man Amiga,,180.0337263,ebay_search_result
,Amiga Solitaire,Amiga,Amiga Solitaire Amiga,,22.23257061,ebay_search_result
,The Ancient Art of War in the Skies,Amiga,The Ancient Art of War in the Skies Amiga,,25.69692865,ebay_search_result
,APB,Amiga,APB Amiga,,5.50346083,ebay_search_result
,Archer Maclean&apos;s Pool,Amiga,Archer Maclean&apos;s Pool Amiga,,0,ebay_search_result
,Army Moves,Amiga,Army Moves Amiga,,0,ebay_search_result
,Artura,Amiga,Artura Amiga,,5.559906582,ebay_search_result
,Mojo! ,PlayStation 2,Mojo! PlayStation 2,,0,ebay_search_result
,Axe of Rage,Amiga,Axe of Rage Amiga,,9.990898122,ebay_search_result
,Bad Dudes,Amiga,Bad Dudes Amiga,,2.674117506,ebay_search_result
,Ballyhoo,Amiga,Ballyhoo Amiga,,0,ebay_search_result
,The Bard&apos;s Tale III: Thief of Fate,Amiga,The Bard&apos;s Tale III: Thief of Fate Amiga,,0,ebay_search_result
,Barney Bear Goes to School,Amiga,Barney Bear Goes to School Amiga,,0,ebay_search_result
,Battle Chess,Amiga,Battle Chess Amiga,,2.674117506,ebay_search_result
,Battletoads,Amiga,Battletoads Amiga,,98.935292,ebay_search_result
,Best of the Best Championship Karate,Amiga,Best of the Best Championship Karate Amiga,,11.10570173,ebay_search_result
,Beverly Hills Cop,Amiga,Beverly Hills Cop Amiga,,19.26211291,ebay_search_result
,Bill,,Bill ,,1.989712762,ebay_search_result
,Monster Jam ,PlayStation 2,Monster Jam PlayStation 2,,2.293108679,ebay_search_result
,BlackJack Academy,Amiga,BlackJack Academy Amiga,,0,ebay_search_result
,Blades of Steel,Amiga,Blades of Steel Amiga,,332.3737555,ebay_search_result
,Blue Angels: Formation Flight Simulation,Amiga,Blue Angels: Formation Flight Simulation Amiga,,18.93049411,ebay_search_result
,The Blues Brothers,Amiga,The Blues Brothers Amiga,,22.11967911,ebay_search_result
,Bonanza Bros.,Amiga,Bonanza Bros. Amiga,,33.23949227,ebay_search_result
,Bridge 5.0,Amiga,Bridge 5.0 Amiga,,0,ebay_search_result
,Brutal: Paws of Fury,Amiga,Brutal: Paws of Fury Amiga,,1500.356314,ebay_search_result
,Brutal Sports Football,Amiga,Brutal Sports Football Amiga,,4.487437292,ebay_search_result
,Bubble Bobble,Amiga,Bubble Bobble Amiga,,6.667654467,ebay_search_result
,Bubble Ghost,Amiga,Bubble Ghost Amiga,,10.00500956,ebay_search_result
,Monster Rancher EVO ,PlayStation 2,Monster Rancher EVO PlayStation 2,,10.23079257,ebay_search_result
,Buster Bros.,Amiga,Buster Bros. Amiga,,0,ebay_search_result
,Butcher Hill,Amiga,Butcher Hill Amiga,,0,ebay_search_result
,Cannon Fodder,Amiga,Cannon Fodder Amiga,,2.554170283,ebay_search_result
,Castlevania,Amiga,Castlevania Amiga,,0,ebay_search_result
,Chase H.Q.,Amiga,Chase H.Q. Amiga,,16.67266403,ebay_search_result
,Checkmate,Amiga,Checkmate Amiga,,12.09350239,ebay_search_result
,The Chessmaster 2000,Amiga,The Chessmaster 2000 Amiga,,8.981930304,ebay_search_result
,Chicago 90,Amiga,Chicago 90 Amiga,,7.726012319,ebay_search_result
,Clever,,Clever ,,12.00177804,ebay_search_result
,Cliffhanger,Amiga,Cliffhanger Amiga,,24.39867635,ebay_search_result
,Backyard Football 2006 ,PlayStation 2,Backyard Football 2006 PlayStation 2,,0.938410629,ebay_search_result
,Mortal Kombat: Deception ,PlayStation 2,Mortal Kombat: Deception PlayStation 2,,1.270029422,ebay_search_result
,Code-Name: Iceman,Amiga,Code-Name: Iceman Amiga,,120.0177804,ebay_search_result
,Cool Ball,Amiga,Cool Ball Amiga,,0,ebay_search_result
,Cool Spot,Amiga,Cool Spot Amiga,,4.487437292,ebay_search_result
,Cool World,Amiga,Cool World Amiga,,2.829343324,ebay_search_result
,Crime Time,Amiga,Crime Time Amiga,,11.11275745,ebay_search_result
,The Crimson Crown,Amiga,The Crimson Crown Amiga,,0,ebay_search_result
,Crystal Quest,Amiga,Crystal Quest Amiga,,0,ebay_search_result
,Dawn Patrol,Amiga,Dawn Patrol Amiga,,19.26211291,ebay_search_result
,Days of Thunder,Amiga,Days of Thunder Amiga,,1.926211291,ebay_search_result
,Deadline,Amiga,Deadline Amiga,,68.01007557,ebay_search_result
